iter	Logloss
183	0.390189225
184	0.3898429431
185	0.3896233213
186	0.3888636896
187	0.3883362612
188	0.3879240928
189	0.3873434399
190	0.3868279304
191	0.3861759779
192	0.3857350187
193	0.3853317012
194	0.3847884458
195	0.3842375845
196	0.3836223628
197	0.3832551395
198	0.3828624226
199	0.3823344501
200	0.3821284573
201	0.3817600961
202	0.381048273
203	0.3806734451
204	0.3801212571
205	0.3798390458
206	0.3793747755
207	0.3789556242
208	0.3787320228
209	0.3784390554
210	0.3782284139
211	0.377821915
212	0.3774947139
213	0.3770354954
214	0.3767576879
215	0.3767197884
216	0.3761546277
217	0.3758427395
218	0.3755657252
219	0.3751194752
220	0.3748172773
221	0.3744252697
222	0.3739867712
223	0.3735882959
224	0.3730338377
225	0.3727004046
226	0.3724427893
227	0.3720013806
228	0.3715775708
229	0.3712785108
230	0.3710977797
231	0.3707927309
232	0.3706296203
233	0.3703694325
234	0.3700327239
235	0.3696417691
236	0.3693830455
237	0.3693364049
238	0.3691836494
239	0.3689333696
240	0.368517212
241	0.3684428712
242	0.368095114
243	0.3680519691
244	0.3676538708
245	0.3672730825
246	0.3671778178
247	0.3669273535
248	0.366802686
249	0.3664860647
250	0.3663301891
251	0.3662399807
252	0.3658708678
253	0.3657823794
254	0.365461894
255	0.3650384404
256	0.3647216621
257	0.3645904134
258	0.3645201439
259	0.3643537201
260	0.3639514252
261	0.3636624279
262	0.3635027995
263	0.3631803138
264	0.3630739195
265	0.3628675257
266	0.3627023509
267	0.3624140473
268	0.3620837315
269	0.3620081378
270	0.3617572339
271	0.3616007241
272	0.3613216425
273	0.360958127
274	0.3607168821
275	0.3603737375
276	0.3599476616
277	0.3597270799
278	0.3594353716
279	0.3591633341
280	0.3589598772
281	0.3586193432
282	0.3582876713
283	0.358269152
284	0.3580850942
285	0.3577850974
286	0.3574658746
287	0.3573081939
288	0.357089039
289	0.3570315621
290	0.3567882561
291	0.3564159133
292	0.3561567029
293	0.3558768358
294	0.3556664091
295	0.355371732
296	0.3552177958
297	0.354916693
298	0.354868252
299	0.354719873
300	0.3546556535
301	0.3544820263
302	0.3542947719
303	0.3541978564
304	0.3537982401
305	0.3537277149
306	0.353616349
307	0.3534646103
308	0.3532169137
309	0.353004324
310	0.3527257231
311	0.3526615156
312	0.3524008236
313	0.352168459
314	0.3520284522
315	0.3517980962
316	0.3517038219
317	0.3516729955
318	0.3515275336
319	0.35137461
320	0.3511084904
321	0.350885088
322	0.3505994046
323	0.3505291715
324	0.3503157917
325	0.3499573817
326	0.3496682202
327	0.3495112108
328	0.3493174374
329	0.3491417633
330	0.3490567291
331	0.348816405
332	0.3484445267
333	0.3481789764
334	0.3480019897
335	0.3479467782
336	0.3476347904
337	0.347407421
338	0.347242752
339	0.3470480376
340	0.34683912
341	0.3465211645
342	0.3463630864
343	0.3462783628
344	0.346033826
345	0.3458026279
346	0.3456211616
347	0.3453553238
348	0.3452422599
349	0.344868785
350	0.3448509769
351	0.3447552173
352	0.3444298202
353	0.3443160521
354	0.3441372418
355	0.3438660991
356	0.3435213339
357	0.3433253675
358	0.3432298255
359	0.3430966639
360	0.3428067195
361	0.3426458096
362	0.3425049657
363	0.3421919072
364	0.3420992665
365	0.3419973978
366	0.3416954229
367	0.3414145545
368	0.34122348
369	0.3411006842
370	0.3408323686
371	0.3405459172
372	0.3403618059
373	0.3401507685
374	0.3400140364
375	0.3398516351
376	0.3395178312
377	0.3394689448
378	0.3392008712
379	0.3389933807
380	0.3388556504
381	0.3386663844
382	0.3384299781
383	0.3382561418
384	0.3380244568
385	0.3378378493
386	0.3375977066
387	0.3375122923
388	0.3372916829
389	0.3372061062
390	0.3370270291
391	0.3368415513
392	0.3366668214
393	0.3365649852
394	0.3362994382
395	0.3360631096
396	0.3359649344
397	0.3356538794
398	0.3354432203
399	0.3352039261
400	0.3349184697
401	0.3348403925
402	0.334700529
403	0.3346233929
404	0.3344082366
405	0.3343611324
406	0.3341039268
407	0.3340221517
408	0.3338290243
409	0.3336742673
410	0.3336172135
411	0.3335363116
412	0.3332665463
413	0.3331563741
414	0.3328997111
415	0.3327896311
416	0.332536545
417	0.3324169804
418	0.3322904915
419	0.3321073836
420	0.3318522407
421	0.3316595698
422	0.3315574407
423	0.3313383868
424	0.3312765887
425	0.3311840524
426	0.3311117432
427	0.3310093215
428	0.3309119548
429	0.3307105176
430	0.3305471922
431	0.3303482435
432	0.3301621245
433	0.3300748308
434	0.3298687573
435	0.3298152199
436	0.3295587902
437	0.3293586634
438	0.3290118367
439	0.3288094654
440	0.3286609742
441	0.3283737885
442	0.3282282996
443	0.328194069
444	0.3280543858
445	0.3279621568
446	0.3278597166
447	0.3278142839
448	0.3277410025
449	0.3275927984
450	0.3273907473
451	0.3272396823
452	0.3270315593
453	0.32683232
454	0.3266199293
455	0.3264413939
456	0.3263090858
457	0.3261413124
458	0.3259579344
459	0.3257639658
460	0.3255196877
461	0.3253438399
462	0.3251280322
463	0.3250755197
464	0.3249716912
465	0.3247775786
466	0.3246180159
467	0.3244987215
468	0.3244305005
469	0.3242347558
470	0.3240819063
471	0.3239731193
472	0.3238087511
473	0.3235494443
474	0.3233516555
475	0.32330225
476	0.3231606003
477	0.3230590845
478	0.3229781905
479	0.3229340997
480	0.3228915621
481	0.3227633086
482	0.3225217131
483	0.32241817
484	0.3223048329
485	0.3222240468
486	0.3221088757
487	0.3219549958
488	0.3219377055
489	0.3217101862
490	0.3214771184
491	0.3214020289
492	0.321341623
493	0.3212438038
494	0.3209913219
495	0.3208967052
496	0.3207287263
497	0.3206013287
498	0.3205442081
499	0.3203230219
500	0.3202250935
501	0.3200611612
502	0.3199072946
503	0.3198229841
504	0.3196744168
505	0.3194772478
506	0.3193898375
507	0.3191893271
508	0.3190819192
509	0.3189124986
510	0.318809037
511	0.3187123838
512	0.3185002652
513	0.3183691351
514	0.318263121
515	0.3179927081
516	0.3177673716
517	0.3176766545
518	0.3176715569
519	0.3175737821
520	0.3173489747
521	0.3173024365
522	0.3171710981
523	0.3171034682
524	0.3169734301
525	0.3168685615
526	0.3167264938
527	0.3166613991
528	0.3165978128
529	0.3165210119
530	0.3164671369
531	0.3163202191
532	0.3162439955
533	0.31608969
534	0.3159412889
535	0.3159352777
536	0.3158528118
537	0.3157661311
538	0.3155315822
539	0.3154637981
540	0.3152439952
541	0.3151792386
542	0.3150536103
543	0.31485361
544	0.3145453007
545	0.3143213695
546	0.314256345
547	0.3140088
548	0.3139726561
549	0.3138433425
550	0.3135839441
551	0.3133428505
552	0.3133136628
553	0.3132664985
554	0.312992103
555	0.3128261401
556	0.3126983352
557	0.312562256
558	0.3124319445
559	0.3122783115
560	0.3120093536
561	0.3119284332
562	0.3117052578
563	0.3116839614
564	0.3116241347
565	0.3116025115
566	0.3115737898
567	0.3113766092
568	0.3112763328
569	0.3110984667
570	0.3108943288
571	0.3107288913
572	0.3106139311
573	0.3104308329
574	0.3102343161
575	0.3100388951
576	0.3098729024
577	0.3098457397
578	0.3097935313
579	0.3096713792
580	0.3094876882
581	0.3093675121
582	0.3093099518
583	0.3091881394
584	0.3090805563
585	0.3089689611
586	0.3088624353
587	0.308805199
588	0.308722496
589	0.308562241
590	0.3084042213
591	0.3082119263
592	0.3080015572
593	0.3078230372
594	0.3076557262
595	0.3075308366
596	0.3073471741
597	0.3073061865
598	0.3072916664
599	0.3070845538
600	0.3070055575
601	0.3069212769
602	0.3068755558
603	0.3067688182
604	0.3067085701
605	0.306582155
606	0.3065208029
607	0.3064053768
608	0.3063232981
609	0.3061353274
610	0.3059779082
611	0.3056721989
612	0.3056360692
613	0.3054949394
614	0.3053829333
615	0.3052287224
616	0.3051013406
617	0.3049561621
618	0.3047576968
619	0.3047351646
620	0.3046161369
621	0.3044459861
622	0.3044040232
623	0.3042525422
624	0.3041253132
625	0.3040222004
626	0.303909887
627	0.3037677775
628	0.3035158113
629	0.303437741
630	0.3033601448
631	0.303221572
632	0.3031478072
633	0.3029899616
634	0.3028971088
635	0.3028002921
636	0.3026820663
637	0.3025171308
638	0.3024370604
639	0.3023072389
640	0.3022232815
641	0.3021160443
642	0.3020353984
643	0.3020307411
644	0.3019559215
645	0.3018365652
646	0.3017592912
647	0.3017501072
648	0.3015242575
649	0.301385722
650	0.3012687286
651	0.3011412919
652	0.3010836862
653	0.3009975484
654	0.3008868346
655	0.3008103245
656	0.3006905856
657	0.3005916973
658	0.3005303897
659	0.3004484117
660	0.3002602496
661	0.300107062
662	0.2999595715
663	0.2999082129
664	0.2997725357
665	0.299706494
666	0.2996406374
667	0.2994861418
668	0.2993026153
669	0.2990994815
670	0.2989945273
671	0.2989046353
672	0.298755962
673	0.2986336095
674	0.2985900875
675	0.2984334757
676	0.2982326768
677	0.2981070891
678	0.297924652
679	0.2978639915
680	0.2977559274
681	0.2976164948
682	0.2974868495
683	0.2973660106
684	0.2972982623
685	0.2971361806
686	0.2969886603
687	0.2969188965
688	0.2967686348
689	0.2965987979
690	0.2964785752
691	0.2962593549
692	0.2961105327
693	0.296017352
694	0.2959193408
695	0.2958491221
696	0.2957041104
697	0.2954845221
698	0.2953783984
699	0.2953039184
700	0.2952035948
701	0.2950912076
702	0.2949638345
703	0.2948796873
704	0.2946766267
705	0.2946143704
706	0.2944044465
707	0.2942716838
708	0.2940906064
709	0.2940647218
710	0.2940321899
711	0.293941701
712	0.2938419023
713	0.2938031965
714	0.2937383291
715	0.2935890033
716	0.2935037065
717	0.2932634619
718	0.2930814523
719	0.2930361116
720	0.2928966947
721	0.2927948097
722	0.2927039045
723	0.2925892187
724	0.2924295752
725	0.2922333183
726	0.2921273213
727	0.2920293512
728	0.2919313841
729	0.2919122385
730	0.2918337567
731	0.2917567508
732	0.2916725706
733	0.2915170479
734	0.2914125013
735	0.29129036
736	0.291078626
737	0.2909575599
738	0.2908766629
739	0.290798561
740	0.2905631742
741	0.2903665352
742	0.2902290458
743	0.2900612772
744	0.2899342042
745	0.2897368934
746	0.2897147539
747	0.2895692048
748	0.2894759666
749	0.2894250934
750	0.2892866854
751	0.2892244128
752	0.2891880393
753	0.2890811774
754	0.2888892132
755	0.2888198522
756	0.2887473517
757	0.2886677071
758	0.2886324635
759	0.2885110784
760	0.2884090439
761	0.2883741831
762	0.2882645996
763	0.2882033982
764	0.2881084513
765	0.2880865772
766	0.2879808691
767	0.2879448005
768	0.287862608
769	0.2877109555
770	0.2874299531
771	0.2873650235
772	0.2872060124
773	0.2871726579
774	0.2871453952
775	0.2871174663
776	0.2869124002
777	0.2868733403
778	0.2867183418
779	0.2865588459
780	0.2863412177
781	0.2861931908
782	0.2860310552
783	0.2858958939
784	0.2858315071
785	0.2858040676
786	0.285725813
787	0.2856691135
788	0.2855168781
789	0.2853871507
790	0.2852915692
791	0.2851837279
792	0.2850929277
793	0.2850226741
794	0.2849118218
795	0.2848641883
796	0.28474658
797	0.2846024579
798	0.2844685883
799	0.2843719915
800	0.2842643858
801	0.2841458066
802	0.2840110713
803	0.2838384532
804	0.2836892175
805	0.2836225303
806	0.2834211546
807	0.2833043068
808	0.2831861031
809	0.2830638173
810	0.282935444
811	0.2828559748
812	0.2827636562
813	0.2826954068
814	0.2825674187
815	0.2825052778
816	0.2824477259
817	0.2822906311
818	0.282239121
819	0.2821322891
820	0.2819926852
821	0.2819589748
822	0.2818951217
823	0.2816850201
824	0.2815910501
825	0.2814146069
826	0.2813727329
827	0.2813043518
828	0.2812500363
829	0.2809700942
830	0.280947626
831	0.2808186188
832	0.280653831
833	0.2805204032
834	0.2803535618
835	0.2802446069
836	0.2800877773
837	0.2799984788
838	0.2799383202
839	0.2798937346
840	0.2798340958
841	0.2797264163
842	0.2795482229
843	0.2794721022
844	0.2793036089
845	0.2791555884
846	0.2790570138
847	0.2789713311
848	0.2788878639
849	0.2788045908
850	0.2787260118
851	0.2786124654
852	0.2785524846
853	0.2784904128
854	0.2783944129
855	0.2782424616
856	0.2781568811
857	0.2780556523
858	0.2779562271
859	0.2778404597
860	0.2776600365
861	0.2776445214
862	0.2775602197
863	0.277522647
864	0.2774169103
865	0.2773192226
866	0.2771319652
867	0.2770612815
868	0.2769784064
869	0.2769378219
870	0.2767916533
871	0.276634885
872	0.2765870956
873	0.2765015898
874	0.2764176964
875	0.276319293
876	0.2762056022
877	0.2761192864
878	0.2759152157
879	0.2758132095
880	0.275676548
881	0.2755397409
882	0.2753818141
883	0.2751857333
884	0.2750866643
885	0.2750385804
886	0.2749248173
887	0.2748881411
888	0.2748750352
889	0.2747034058
890	0.2745772439
891	0.2745055328
892	0.2744460094
893	0.2743229398
894	0.274204539
895	0.2740573442
896	0.2738998515
897	0.2737264358
898	0.2736145951
899	0.273519066
900	0.2734203001
901	0.2733309652
902	0.2732515441
903	0.2731414409
904	0.2729980112
905	0.2729385015
906	0.2727924967
907	0.2727012396
908	0.2726280273
909	0.2723409578
910	0.2722843528
911	0.272150288
912	0.272089003
913	0.2720175669
914	0.2720020033
915	0.2718757429
916	0.2717094786
917	0.2716004215
918	0.271376078
919	0.2712562491
920	0.2712166422
921	0.2710735112
922	0.2709913521
923	0.2708106058
924	0.2706865384
925	0.2705472581
926	0.2704999173
927	0.2703269449
928	0.2702573767
929	0.2701042428
930	0.2700632333
931	0.2699443969
932	0.2698563568
933	0.2697314253
934	0.2696681153
935	0.2695163011
936	0.2694407285
937	0.269275574
938	0.2691589165
939	0.2691055402
940	0.2690173923
941	0.2688826282
942	0.2686919552
943	0.2685836099
944	0.2684473404
945	0.2684082287
946	0.2683665952
947	0.2683242551
948	0.268299999
949	0.2680770474
950	0.2679469183
951	0.2678991231
952	0.2677005449
953	0.2675379777
954	0.2675174761
955	0.267481835
956	0.2674498441
957	0.2673067685
958	0.2672569754
959	0.2671333131
960	0.2670164597
961	0.2668905251
962	0.2668506365
963	0.2667179618
964	0.2666392002
965	0.2665277861
966	0.2663910745
967	0.2662388801
968	0.2661004589
969	0.2660196684
970	0.2659085776
971	0.2658661947
972	0.2658064514
973	0.2656199385
974	0.2654636731
975	0.26522481
976	0.2650882392
977	0.2649839992
978	0.2649416382
979	0.2647925173
980	0.2647343998
981	0.2646412122
982	0.2644475268
983	0.2643022168
984	0.2641536697
985	0.2640829377
986	0.2640480852
987	0.2639485322
988	0.2637673993
989	0.2637083076
990	0.2635665761
991	0.2635437934
992	0.2634141679
993	0.2632850707
994	0.2632121451
995	0.2631558006
996	0.2630137028
997	0.2628408889
998	0.2627919093
999	0.2626736733
37541979
40885298
710842
